key	value
CONDITION_INNER_FOCUS_1_DESCRIPTION	The next physical or magic attack will be a 100% crit chance.
CONDITION_LEG_UP_NAME	Leg Up
CONDITION_LEG_UP_1_DESCRIPTION	Movement speed increased by <color=yellow>20%.</color> Evasion increased by <color=yellow>12%.</color>
CONDITION_LEG_UP_2_DESCRIPTION	Movement speed increased by <color=yellow>30%.</color> Evasion increased by <color=yellow>14%.</color>
CONDITION_LEG_UP_3_DESCRIPTION	Movement speed increased by <color=yellow>40%.</color> Evasion increased by <color=yellow>16%.</color>
CONDITION_RECALL_NAME	Recall
CONDITION_RECALL_0_DESCRIPTION	
CONDITION_RECOVERY_NAME	Recovery
CONDITION_RECOVERY_1_DESCRIPTION	Heals <color=yellow>3</color> health every 2 seconds.
CONDITION_RECOVERY_2_DESCRIPTION	Heals <color=yellow>6</color> health every 2 seconds.
CONDITION_RECOVERY_3_DESCRIPTION	Heals <color=yellow>9</color> health every 2 seconds.
CONDITION_RECOVERY_4_DESCRIPTION	Heals <color=yellow>12</color> health every 2 seconds.
CONDITION_RECOVERY_5_DESCRIPTION	Heals <color=yellow>24%</color> of max health every 2 seconds.
CONDITION_SIPHON_LEECH_NAME	Siphon Leech
CONDITION_SIPHON_LEECH_1_DESCRIPTION	Deals 3 siphoning damage every second.
CONDITION_SIPHON_LEECH_2_DESCRIPTION	Deals 4 siphoning damage every second.
CONDITION_SIPHON_LEECH_3_DESCRIPTION	Deals 5 siphoning damage every second.
CONDITION_STURDY_NAME	Sturdy
CONDITION_STURDY_1_DESCRIPTION	Immune to knockback. Auto parries incoming attacks.
CONDITION_STURDY_2_DESCRIPTION	Immune to knockback. Auto parries incoming attacks.
CONDITION_STURDY_3_DESCRIPTION	Immune to knockback. Auto parries incoming attacks.
STAT_MODIFIER_DIVINE_TAG	Divine
STAT_MODIFIER_EARTHEN_TAG	Earthen
STAT_MODIFIER_ELDRITCH_TAG	Eldritch
STAT_MODIFIER_ENERGETIC_TAG	Energetic
STAT_MODIFIER_GUARDIAN_TAG	Guardian
STAT_MODIFIER_KILLER_TAG	Killer
STAT_MODIFIER_LIVELY_TAG	Lively
STAT_MODIFIER_MAGICAL_TAG	Magical
STAT_MODIFIER_MANAFONT_TAG	Manafont
STAT_MODIFIER_MOLTEN_TAG	Molten
STAT_MODIFIER_PRECISE_TAG	Precise
STAT_MODIFIER_TIDAL_TAG	Tidal
RACE_IMP_NAME	Imp
RACE_IMP_DESCRIPTION	Forsaken demons who come from an aquatic realm tangled with hellish machinery. By their own will, the Imps were not able to think or act for themselves, following orders from the occult who often summoned them.
RACE_IMP_MISC	Horns
RACE_POON_NAME	Poon
RACE_POON_DESCRIPTION	An ancient but thriving race of dryads who are tactful and cunning. Poons have adapted beyond being prey from the Deep Forest, able to take on any foe that stands against them.
RACE_POON_MISC	Antlers
RACE_KUBOLD_NAME	Kubold
RACE_KUBOLD_DESCRIPTION	Reptillian hermits who are naturally adept in the use of magic. The Kubold's homeland resides within a distant arid desert, sealed by arcane energies.
RACE_KUBOLD_MISC	Horns
RACE_BYRDLE_NAME	Byrdle
RACE_BYRDLE_DESCRIPTION	Elegant and dexterious travellers, and likely to be materialistic. Once matured, Byrdles are sworn to leave their flock from their kingdom to find their eternal destiny.
RACE_BYRDLE_MISC	Beak
RACE_CHANG_NAME	Chang
RACE_CHANG_DESCRIPTION	Compact, yet sturdy. Always eager for adventure beyond their scope. Changs come from a mysteriously advanced civilization, but were often outcasts and seen as troublemakers.
RACE_CHANG_MISC	Whiskers
COMBAT_ELEMENT_AIR_NAME	Air
COMBAT_ELEMENT_EARTH_NAME	Earth
COMBAT_ELEMENT_FIRE_NAME	Fire
COMBAT_ELEMENT_HOLY_NAME	Holy
COMBAT_ELEMENT_SHADOW_NAME	Shadow
COMBAT_ELEMENT_WATER_NAME	Water
PLAYER_CLASS_EMPTY_NAME	Novice
PLAYER_CLASS_FIGHTER_NAME	Fighter
PLAYER_CLASS_MYSTIC_NAME	Mystic
PLAYER_CLASS_BANDIT_NAME	Bandit
SKILL_BELL_MASTERY_NAME	Bell Mastery
SKILL_BELL_MASTERY_DESCRIPTION	Learns the ability to further utilize powers of Magic Bells, allowing the caster to charge attack with them.
SKILL_BELL_MASTERY_RANK_1_DESCRIPTOR	Unlocks the Magic Bell weapon charge. Hold $CHARGEATKINPUT to charge attack.\n<color=yellow>Costs 20 mana to charge attack.</color>
SKILL_BELL_MASTERY_RANK_2_DESCRIPTOR	Unlocks the Magic Bell weapon charge. Hold $CHARGEATKINPUT to charge attack.\n<color=yellow>Costs 15 mana to charge attack.</color>
SKILL_BELL_MASTERY_RANK_3_DESCRIPTOR	Unlocks the Magic Bell weapon charge. Hold $CHARGEATKINPUT to charge attack.\n<color=yellow>Costs 10 mana to charge attack.</color>
SKILL_H_MELEE_MASTERY_NAME	H. Melee Mastery
SKILL_H_MELEE_MASTERY_DESCRIPTION	Learns the ability to be more adept with heavy melee weaponry.
SKILL_H_MELEE_MASTERY_RANK_1_DESCRIPTOR	Unlocks the heavy melee charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 10 stamina.</color>
SKILL_H_MELEE_MASTERY_RANK_2_DESCRIPTOR	Unlocks the heavy melee charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 10 stamina.</color> Additionally upgrades the heavy melee jump attack.
SKILL_KATAR_MASTERY_NAME	Katar Mastery
SKILL_KATAR_MASTERY_DESCRIPTION	Learns the ability to be more adept with Katars.
SKILL_KATAR_MASTERY_RANK_1_DESCRIPTOR	Unlocks the katar charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color>
SKILL_KATAR_MASTERY_RANK_2_DESCRIPTOR	Unlocks the katar charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color> Additionally upgrades the katar jump attack.
SKILL_MELEE_MASTERY_NAME	Melee Mastery
SKILL_MELEE_MASTERY_DESCRIPTION	Learns the ability to be more adept with melee weaponry.
SKILL_MELEE_MASTERY_RANK_1_DESCRIPTOR	Unlocks the melee weapon charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color>
SKILL_MELEE_MASTERY_RANK_2_DESCRIPTOR	Unlocks the melee charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color> Additionally upgrades the melee jump attack.
SKILL_POLEARM_MASTERY_NAME	Polearm Mastery
SKILL_POLEARM_MASTERY_DESCRIPTION	Learns the ability to be more adept with polearms.
SKILL_POLEARM_MASTERY_RANK_1_DESCRIPTOR	Unlocks the polearm charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color>
SKILL_POLEARM_MASTERY_RANK_2_DESCRIPTOR	Unlocks the polearm charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color> Additionally upgrades the polearm jump attack.
SKILL_RANGED_MASTERY_NAME	Ranged Mastery
SKILL_RANGED_MASTERY_DESCRIPTION	Learns the ability to be more adept with ranged weaponry.
SKILL_RANGED_MASTERY_RANK_1_DESCRIPTOR	Increased ranged weapon attack speed by 10%.
SKILL_RANGED_MASTERY_RANK_2_DESCRIPTOR	Increased ranged weapon attack speed by 15%.
SKILL_RANGED_MASTERY_RANK_3_DESCRIPTOR	Increased ranged weapon attack speed by 20%.\n\nUnlocks the ranged weapon charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 5 stamina.</color>
SKILL_SCEPTER_MASTERY_NAME	Scepter Mastery
SKILL_SCEPTER_MASTERY_DESCRIPTION	Learns the ability to charge scepters, unleashing stronger projectiles upon release.
SKILL_SCEPTER_MASTERY_RANK_1_DESCRIPTOR	Unlocks the scepter charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 12 mana.</color>
SKILL_SCEPTER_MASTERY_RANK_2_DESCRIPTOR	Unlocks the scepter charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 10 mana.</color>
SKILL_SCEPTER_MASTERY_RANK_3_DESCRIPTOR	Unlocks the scepter charge attack. Hold $CHARGEATKINPUT to charge attack. <color=yellow>Costs 8 mana.</color>
SKILL_CRYO_NEEDLE_NAME	Cryo Needle
SKILL_CRYO_NEEDLE_DESCRIPTION	Casts a quick set of spinning ice needles.
SKILL_CRYO_NEEDLE_RANK_1_DESCRIPTOR	Shoots <color=yellow>3</color> frost needles, dealing $SKP damage each, with a <color=yellow>10%</color> chance to apply cold condition.
SKILL_CRYO_NEEDLE_RANK_2_DESCRIPTOR	Shoots <color=yellow>4</color> frost needles, dealing $SKP damage each, with a <color=yellow>10%</color> chance to apply cold condition.
SKILL_CRYO_NEEDLE_RANK_3_DESCRIPTOR	Shoots <color=yellow>5</color> frost needles, dealing $SKP damage each, with a <color=yellow>10%</color> chance to apply cold condition.
SKILL_DIVINE_NAME	Divine
SKILL_DIVINE_DESCRIPTION	Places a holy well below the caster, damaging targets and healing allies over time.
SKILL_DIVINE_RANK_1_DESCRIPTOR	Spawns a holy well, healing allies and damaging enemies by $SKP every 0.4 seconds when nearby. Lasts for <color=yellow>3.25 seconds.</color>
SKILL_DIVINE_RANK_2_DESCRIPTOR	Spawns a holy well, healing allies and damaging enemies by $SKP every 0.4 seconds when nearby. Lasts for <color=yellow>4.25 seconds.</color>
SKILL_DIVINE_RANK_3_DESCRIPTOR	Spawns a holy well, healing allies and damaging enemies by $SKP every 0.4 seconds when nearby. Lasts for <color=yellow>5.25 seconds.</color>
SKILL_EXECUTE_NAME	Execute
SKILL_EXECUTE_DESCRIPTION	Deals damage to a target, with a chance to kill them instantly if they are low on health. <color=lime>Requires a physical combat weapon.</color>
SKILL_EXECUTE_RANK_1_DESCRIPTOR	Deals $SKP initial damage. Has a <color=yellow>10%</color> chance to instantly kill a target that has less than <color=yellow>30%</color> health.
SKILL_EXECUTE_RANK_2_DESCRIPTOR	Deals $SKP initial damage. Has a <color=yellow>15%</color> chance to instantly kill a target that has less than <color=yellow>30%</color> health.
SKILL_EXECUTE_RANK_3_DESCRIPTOR	Deals $SKP initial damage. Has a <color=yellow>20%</color> chance to instantly kill a target that has less than <color=yellow>30%</color> health.
SKILL_FIREBALL_NAME	Fireball
SKILL_FIREBALL_DESCRIPTION	Casts an additional fireball each rank.
SKILL_FIREBALL_RANK_1_DESCRIPTOR	<color=yellow>Casts one fireball.</color> Deals $SKP damage. <color=yellow>5%</color> chance to cause burn condition, dealing $MKP damage every 3 seconds.
SKILL_FIREBALL_RANK_2_DESCRIPTOR	<color=yellow>Casts two fireballs.</color> Deals $SKP damage. <color=yellow>10%</color> chance to cause burn condition, dealing $MKP damage every 3 seconds.
SKILL_FIREBALL_RANK_3_DESCRIPTOR	<color=yellow>Casts three fireballs. The final fireball circles around the caster.</color> Deals $SKP damage. <color=yellow>15%</color> chance to cause burn condition, dealing $MKP damage every 3 seconds.
SKILL_GEYSER_NAME	Geyser
SKILL_GEYSER_DESCRIPTION	Casts a magical droplet that explodes into a freezing pillar when placed.
SKILL_GEYSER_RANK_1_DESCRIPTOR	
SKILL_LIFE_TAP_NAME	Life Tap
SKILL_LIFE_TAP_DESCRIPTION	Fully replenishes the casters mana with the cost of their health. <color=cyan>Ineffective if the caster doesnt have enough health or full mana.</color>
SKILL_LIFE_TAP_RANK_1_DESCRIPTOR	Restores all mana. Costs <color=yellow>50%</color> of the caster's max health.
SKILL_LIFE_TAP_RANK_2_DESCRIPTOR	Restores all mana. Costs <color=yellow>45%</color> of the caster's max health.
SKILL_LIFE_TAP_RANK_3_DESCRIPTOR	Restores all mana. Costs <color=yellow>40%</color> of the caster's max health.
SKILL_SPIRE_NAME	Spire
SKILL_SPIRE_DESCRIPTION	Molds the surface into a row of sharp spires.
SKILL_SPIRE_RANK_1_DESCRIPTOR	Spawns <color=yellow>3 Spires.</color> Each spire deals $SKP damage, with a <color=yellow>12%</color> chance to apply bleeding.
SKILL_SPIRE_RANK_2_DESCRIPTOR	Spawns <color=yellow>6 Spires.</color> Each spire deals $SKP damage, with a <color=yellow>12%</color> chance to apply bleeding.
SKILL_SPIRE_RANK_3_DESCRIPTOR	Spawns <color=yellow>9 Spires.</color> Each spire deals $SKP damage, with a <color=yellow>12%</color> chance to apply bleeding.
SKILL_SPREAD_SHOT_NAME	Spread Shot
SKILL_SPREAD_SHOT_DESCRIPTION	Shoots a spread of projectiles. <color=lime>Requires a ranged weapon.</color>
SKILL_SPREAD_SHOT_RANK_1_DESCRIPTOR	Shoots <color=yellow>3</color> projectiles, dealing $SKP damage.
SKILL_SPREAD_SHOT_RANK_2_DESCRIPTOR	Shoots <color=yellow>5</color> projectiles, dealing $SKP damage.
SKILL_SPREAD_SHOT_RANK_3_DESCRIPTOR	Shoots <color=yellow>7</color> projectiles, dealing $SKP damage.
SKILL_FLAK_NAME	Flak
SKILL_FLAK_DESCRIPTION	Casts a flurry of stone shards.
SKILL_FLAK_RANK_1_DESCRIPTOR	
SKILL_TALUS_NAME	Talus
SKILL_TALUS_DESCRIPTION	Forms a large boulder that smashes into the ground.
SKILL_TALUS_RANK_1_DESCRIPTOR	
SKILL_AGILE_TECHNIQUE_NAME	Agile Technique
SKILL_AGILE_TECHNIQUE_DESCRIPTION	The Bandit becomes more acrobatic, unlocking different methods of movement.
SKILL_AGILE_TECHNIQUE_RANK_1_DESCRIPTOR	<color=yellow>Unlocks triple jumping.</color>
SKILL_AGILE_TECHNIQUE_RANK_2_DESCRIPTOR	<color=yellow>Unlocks triple jumping.</color>\n\n<color=yellow>Unlocks the bounce ability. </color>Hold the dash input to bounce. <color=yellow>Costs 10 stamina.</color>
SKILL_AGILE_TECHNIQUE_RANK_3_DESCRIPTOR	<color=yellow>Unlocks triple jumping.</color>\n\n<color=yellow>Unlocks the bounce ability. </color>Hold the dash input to bounce. <color=yellow>Costs 10 stamina.</color>\n\n<color=yellow>Unlocks the dash long jump.</color> Double tap the dash button to do a long jump. <color=yellow>Costs 3 stamina.</color>
SKILL_BOUNCE_NAME	Bounce
SKILL_BOUNCE_DESCRIPTION	Lunges downwards, then bounces high upwards when hitting the ground.
SKILL_BOUNCE_RANK_1_DESCRIPTOR	Hold the dash input to bounce. <color=yellow>Costs 10 stamina.</color>
SKILL_BOMB_TRAP_NAME	Bomb Trap
SKILL_BOMB_TRAP_DESCRIPTION	Places an explosive trap that triggers within proximity of nearby targets.
SKILL_BOMB_TRAP_RANK_1_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>small radius.</color>
SKILL_BOMB_TRAP_RANK_2_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>medium radius.</color>
SKILL_BOMB_TRAP_RANK_3_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>large radius.</color>
SKILL_BOMB_TRAP_RANK_4_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>huge radius.</color>
SKILL_DEVIOUS_SIGNET_NAME	Devious Signet
SKILL_DEVIOUS_SIGNET_DESCRIPTION	Applies a signet to the Bandit and nearby allies, increasing evasion, max stamina, and critical strike chances.
SKILL_DEVIOUS_SIGNET_RANK_1_DESCRIPTOR	
SKILL_DEVIOUS_SIGNET_RANK_2_DESCRIPTOR	
SKILL_DEVIOUS_SIGNET_RANK_3_DESCRIPTOR	
SKILL_DEVIOUS_SIGNET_RANK_4_DESCRIPTOR	
SKILL_DEVIOUS_SIGNET_RANK_5_DESCRIPTOR	
SKILL_DEVIOUS_SIGNET_RANK_6_DESCRIPTOR	
SKILL_KILLER_JAB_NAME	Killer Jab
SKILL_KILLER_JAB_DESCRIPTION	Strikes the target, dealing strong initial damage and a poison debuff. <color=lime>Requires a physical combat weapon.</color>
SKILL_KILLER_JAB_RANK_1_DESCRIPTOR	Deals $SKP initial damage. Applies a poison debuff to the target, decreasing defense by <color=yellow>10</color> and movement speed by <color=yellow>20%.</color> 
SKILL_KILLER_JAB_RANK_2_DESCRIPTOR	Deals $SKP initial damage. Applies a poison debuff to the target, decreasing defense by <color=yellow>10</color> and movement speed by <color=yellow>20%.</color> 
SKILL_KILLER_JAB_RANK_3_DESCRIPTOR	Deals $SKP initial damage. Applies a poison debuff to the target, decreasing defense by <color=yellow>10</color> and movement speed by <color=yellow>20%.</color> 
SKILL_KILLER_JAB_RANK_4_DESCRIPTOR	Deals $SKP initial damage. Applies a poison debuff to the target, decreasing defense by <color=yellow>10</color> and movement speed by <color=yellow>20%.</color> 
SKILL_KILLER_JAB_RANK_5_DESCRIPTOR	Deals $SKP initial damage. Applies a poison debuff to the target, decreasing defense by <color=yellow>10</color> and movement speed by <color=yellow>20%.</color> 
SKILL_MIST_VEIL_NAME	Mist Veil
SKILL_MIST_VEIL_DESCRIPTION	The bandit evokes a mist from their body, vanishing themselves and healing for a short time.
SKILL_MIST_VEIL_RANK_1_DESCRIPTOR	
SKILL_MIST_VEIL_RANK_2_DESCRIPTOR	
SKILL_MIST_VEIL_RANK_3_DESCRIPTOR	
SKILL_MIST_VEIL_RANK_4_DESCRIPTOR	
SKILL_PAY_DAY_NAME	Pay Day
SKILL_PAY_DAY_DESCRIPTION	The Bandit stuns the target, additionally causing them to drop currency.\n<color=lime>Requires a physical combat weapon.</color>
SKILL_PAY_DAY_RANK_1_DESCRIPTOR	Deals $SKP initial damage, dropping <color=yellow>1 currency drop</color> on hit.
SKILL_PAY_DAY_RANK_2_DESCRIPTOR	Deals $SKP initial damage, dropping up to <color=yellow>2 currency drops</color> on hit.
SKILL_PAY_DAY_RANK_3_DESCRIPTOR	Deals $SKP initial damage, dropping up to <color=yellow>3 currency drops</color> on hit.
SKILL_PAY_DAY_RANK_4_DESCRIPTOR	Deals $SKP initial damage, dropping up to <color=yellow>4 currency drops</color> on hit.
SKILL_VENOM_SHOT_NAME	Venom Shot
SKILL_VENOM_SHOT_DESCRIPTION	Shoots a venom coated projectile. Deals damage over time, and decreases the target's defense. <color=lime>Requires a ranged weapon.</color>
SKILL_VENOM_SHOT_RANK_1_DESCRIPTOR	Defense decrease by <color=yellow>3.</color> Deals $SKP initial damage, then $RAP damage every 3 sec.
SKILL_VENOM_SHOT_RANK_2_DESCRIPTOR	Defense decrease by <color=yellow>6.</color> Deals $SKP initial damage, then $RAP damage every 3 sec.
SKILL_VENOM_SHOT_RANK_3_DESCRIPTOR	Defense decrease by <color=yellow>9.</color> Deals $SKP initial damage, then $RAP damage every 3 sec.
SKILL_VENOM_SHOT_RANK_4_DESCRIPTOR	Defense decrease by <color=yellow>12.</color> Deals $SKP initial damage, then $RAP damage every 3 sec.
SKILL_VENOM_SHOT_RANK_5_DESCRIPTOR	Defense decrease by <color=yellow>15.</color> Deals $SKP initial damage, then $RAP damage every 3 sec.
SKILL_VENOM_SHOT_RANK_6_DESCRIPTOR	Defense decrease by <color=yellow>18.</color> Deals $SKP initial damage, then $RAP damage every 3 sec.
SKILL_VOLLEY_NAME	Volley
SKILL_VOLLEY_DESCRIPTION	<color=cyan>Charge and release skill.</color> Fires a projectile in the air, raining shrapnel within a radius below. <color=lime>Requires a ranged weapon.</color>
SKILL_VOLLEY_RANK_1_DESCRIPTOR	Deals up to $SKP persistant damage.
SKILL_VOLLEY_RANK_2_DESCRIPTOR	Deals up to $SKP persistant damage.
SKILL_VOLLEY_RANK_3_DESCRIPTOR	Deals up to $SKP persistant damage.
SKILL_BULWARK_NAME	Bulwark
SKILL_BULWARK_DESCRIPTION	Bolsters the defensive strength of the Fighter.
SKILL_BULWARK_RANK_1_DESCRIPTOR	Decreases Stamina cost from getting hit while blocking by <color=yellow>15%.</color>
SKILL_BULWARK_RANK_2_DESCRIPTOR	Decreases Stamina cost from getting hit while blocking by <color=yellow>25%.</color>
SKILL_BULWARK_RANK_3_DESCRIPTOR	Decreases Stamina cost from getting hit while blocking by <color=yellow>50%.</color>
SKILL_BULWARK_RANK_4_DESCRIPTOR	Decreases Stamina cost from getting hit while blocking by <color=yellow>60%.</color>\n\nParry window and stagger time on targets increased by <color=yellow>0.4 seconds.</color>
SKILL_REFLECT_NAME	Reflect
SKILL_REFLECT_DESCRIPTION	Allows the Fighter to reflect melee damage if successfully parried.
SKILL_REFLECT_RANK_1_DESCRIPTOR	Deals <color=yellow>40%</color> of the incoming melee damage back to the target.
SKILL_REFLECT_RANK_2_DESCRIPTOR	Deals <color=yellow>80%</color> of the incoming melee damage back to the target.
SKILL_REFLECT_RANK_3_DESCRIPTOR	Deals <color=yellow>120%</color> of the incoming melee damage back to the target.
SKILL_BLOOD_GUSH_NAME	Blood Gush
SKILL_BLOOD_GUSH_DESCRIPTION	Deals initial damage, then applies a bleeding damage over time condition on hit.
SKILL_BLOOD_GUSH_RANK_1_DESCRIPTOR	Deals $SKP damage, then $ATP damage every 1.8 sec.
SKILL_BLOOD_GUSH_RANK_2_DESCRIPTOR	Deals $SKP damage, then $ATP damage every 1.8 sec.
SKILL_BLOOD_GUSH_RANK_3_DESCRIPTOR	Deals $SKP damage, then $ATP damage every 1.8 sec.
SKILL_BLOOD_GUSH_RANK_4_DESCRIPTOR	Deals $SKP damage, then $ATP damage every 1.8 sec.
SKILL_CYCLONE_NAME	Cyclone
SKILL_CYCLONE_DESCRIPTION	The Fighter throws their weapon as a boomerang, causing persistent damage to targets.
SKILL_CYCLONE_RANK_1_DESCRIPTOR	Deals up to $SKP persistent damage.
SKILL_CYCLONE_RANK_2_DESCRIPTOR	Deals up to $SKP persistent damage.
SKILL_CYCLONE_RANK_3_DESCRIPTOR	Deals up to $SKP persistent damage.
SKILL_CYCLONE_RANK_4_DESCRIPTOR	Deals up to $SKP persistent damage.
SKILL_CYCLONE_RANK_5_DESCRIPTOR	Deals up to $SKP persistent damage.
SKILL_LETHAL_STRIKE_NAME	Lethal Strike
SKILL_LETHAL_STRIKE_DESCRIPTION	<color=cyan>Charge and release skill.</color> Sends the Fighter into a dash, landing a heavy force attack on hit.
SKILL_LETHAL_STRIKE_RANK_1_DESCRIPTOR	Deals $SKP initial damage. $CASTTIME
SKILL_LETHAL_STRIKE_RANK_2_DESCRIPTOR	Deals $SKP initial damage. $CASTTIME
SKILL_LETHAL_STRIKE_RANK_3_DESCRIPTOR	Deals $SKP initial damage. $CASTTIME\n
SKILL_RAGE_NAME	Rage
SKILL_RAGE_DESCRIPTION	Drives the Fighter and their nearby allies into a fit of rage, <color=lime>increasing all power stats temporarily.</color>
SKILL_RAGE_RANK_1_DESCRIPTOR	
SKILL_RAGE_RANK_2_DESCRIPTOR	
SKILL_RAGE_RANK_3_DESCRIPTOR	
SKILL_RAGE_RANK_4_DESCRIPTOR	
SKILL_RAGE_RANK_5_DESCRIPTOR	
SKILL_RAGE_RANK_6_DESCRIPTOR	
SKILL_SHIELD_BASH_NAME	Shield Bash
SKILL_SHIELD_BASH_DESCRIPTION	The Fighter bashes with their shield, providing a stun for a short period on hit. <color=lime>Requires a held shield.</color>
SKILL_SHIELD_BASH_RANK_1_DESCRIPTOR	Deals $SKP initial damage, then stuns target for <color=yellow>1 sec.</color>
SKILL_SHIELD_BASH_RANK_2_DESCRIPTOR	Deals $SKP initial damage, then stuns target for <color=yellow>1.5 sec.</color>
SKILL_SHIELD_BASH_RANK_3_DESCRIPTOR	Deals $SKP initial damage, then stuns target for <color=yellow>2 sec.</color>
SKILL_SHIELD_BASH_RANK_4_DESCRIPTOR	Deals $SKP initial damage, then stuns target for <color=yellow>2.5 sec.</color>
SKILL_STOMP_NAME	Stomp
SKILL_STOMP_DESCRIPTION	Stomps at the ground, damaging nearby enemies. <color=lime>Generates high threat.</color>
SKILL_STOMP_RANK_1_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>tiny radius.</color> Additionally slows the targets movement by <color=yellow>25%,</color> and lowers the targets defense by <color=yellow>15.</color>
SKILL_STOMP_RANK_2_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>small radius.</color>\nAdditionally slows the targets movement by <color=yellow>25%,</color> and lowers the targets defense by <color=yellow>15.</color>
SKILL_STOMP_RANK_3_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>medium radius.</color>\nAdditionally slows the targets movement by <color=yellow>25%,</color> and lowers the targets defense by <color=yellow>15.</color>
SKILL_STOMP_RANK_4_DESCRIPTOR	Deals $SKP damage, with a <color=yellow>large radius.</color>\nAdditionally slows the targets movement by <color=yellow>25%,</color> and lowers the targets defense by <color=yellow>15.</color>
SKILL_BLINK_NAME	Blink
SKILL_BLINK_DESCRIPTION	Unlocks the ability to quickly teleport from one point to another.
SKILL_BLINK_RANK_1_DESCRIPTOR	<color=yellow>Short</color> teleport distance. Costs <color=yellow=>5</color> mana. Double press the dash input to blink.
SKILL_BLINK_RANK_2_DESCRIPTOR	<color=yellow>Medium</color> teleport distance. Costs <color=yellow=>5</color> mana. Double press the dash input to blink.
SKILL_BLINK_RANK_3_DESCRIPTOR	<color=yellow>Long</color> teleport distance. Costs <color=yellow>5</color> mana. Double press the dash input to blink.
SKILL_MANAFLOW_NAME	Manaflow
SKILL_MANAFLOW_DESCRIPTION	Communes with the ley energies that surround the caster, recieving faster mana regeneration.
SKILL_MANAFLOW_RANK_1_DESCRIPTOR	Increases Mana Regeneration speed by <color=yellow>12%.</color>
SKILL_MANAFLOW_RANK_2_DESCRIPTOR	Increases Mana Regeneration speed by <color=yellow>24%.</color>
SKILL_MANAFLOW_RANK_3_DESCRIPTOR	Increases Mana Regeneration speed by <color=yellow>48%.</color>
SKILL_MANAFLOW_RANK_4_DESCRIPTOR	Increases Mana Regeneration speed by <color=yellow>60%.</color>
SKILL_MANAFLOW_RANK_5_DESCRIPTOR	Increases Mana Regeneration speed by <color=yellow>72%.</color>
SKILL_CROSS_NAME	Cross
SKILL_CROSS_DESCRIPTION	<color=cyan>Charge and release skill.</color> Manifests a source of explosive arcane magic.
SKILL_CROSS_RANK_1_DESCRIPTOR	Deals $SKP initial damage with a <color=yellow>small</color> blast radius. Additionally decreases affected target's Magic Defense by <color=yellow>5.</color>
SKILL_CROSS_RANK_2_DESCRIPTOR	Deals $SKP initial damage with a <color=yellow>medium</color> blast radius. Additionally decreases affected target's Magic Defense by <color=yellow>10.</color>
SKILL_CROSS_RANK_3_DESCRIPTOR	Deals $SKP initial damage with a <color=yellow>large</color> blast radius. Additionally decreases affected target's Magic Defense by <color=yellow>15.</color>
SKILL_CROSS_RANK_4_DESCRIPTOR	Deals $SKP initial damage with a <color=yellow>huge</color> blast radius. Additionally decreases affected target's Magic Defense by <color=yellow>20.</color>
SKILL_FLUXBOLT_NAME	Fluxbolt
SKILL_FLUXBOLT_DESCRIPTION	Casts a magic projectile that explodes on impact. Has potential to hit multiple times each rank.
SKILL_FLUXBOLT_RANK_1_DESCRIPTOR	$SKP Initial damage, hitting <color=yellow>once.</color>
SKILL_FLUXBOLT_RANK_2_DESCRIPTOR	$SKP Initial damage, hitting <color=yellow>twice.</color>
SKILL_FLUXBOLT_RANK_3_DESCRIPTOR	$SKP Initial damage, hitting <color=yellow>three times.</color>
SKILL_FLUXBOLT_RANK_4_DESCRIPTOR	$SKP Initial damage, <color=yellow>hitting four times.</color>
SKILL_FLUXBOLT_RANK_5_DESCRIPTOR	$SKP Initial damage, <color=yellow>hitting four times.</color>
SKILL_FLUXBOLT_RANK_6_DESCRIPTOR	$SKP Initial damage, <color=yellow>hitting four times.</color>
SKILL_FLUXBOLT_RANK_7_DESCRIPTOR	$SKP Initial damage, <color=yellow>hitting four times.</color>
SKILL_FLUXSPEAR_NAME	Fluxspear
SKILL_FLUXSPEAR_DESCRIPTION	Casts a piercing spear of arcane magic in front of the caster, dealing damage and stunning all adjacent targets.
SKILL_FLUXSPEAR_RANK_1_DESCRIPTOR	Deals $SKP initial damage. Stuns hit targets for <color=yellow>0.8 seconds.</color>
